region,code,name,address,categories,id,admin_user_id,locality,country,administrative_area_level_1,administrative_area_level_2,international_phone_number,fax_number,type,website,latitude,longitude,added_time,place_type,is_fax_enabled
Montreal,55763,"STEVEN D. COHEN, M.D.","20 RUE CANVIN, KIRKLAND, QC, H9H 4S4",,,,,,,,,,,,,,,,
Montreal,55766,TOTALMED SOLUTIONS SANTE,"3470-6900 BOUL DECARIE, COTE SAINT-LUC, QC, H3X 2T8",,,,,,,,,,,,,,,,
Montreal,55770,CLINIQUE DE SANTE DES FEMMES,"5180 BOUL GOUIN O, MONTREAL, QC, H4J 1C3",,ChIJRYnrMgAzIU0RgjTZQP2PuNk,,Rouyn-Noranda,CA,QC,J9X 0G8,+1 873-475-0168,,pharmacy,,48.238421,-78.98974199999999,1745782710,pharmacy,0
Montreal,55775,CLINIQUE MEDICALE CARON,"995 BOUL SAINT-LAURENT, MONTREAL, QC, H2Z 1J4",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Montreal,55783,DR BERNARD CHARTRAND,"860 RUE DAVAAR, MOTREAL, QC, H2V 3B5",,,,,,,,,,,,,,,,
Montreal,55784,DR BERNARD CHARTRAND,"207-2125 RUE JEAN-TALON E, MONTREAL, QC, H2E 1V4",,,,,,,,,,,,,,,,
Montreal,55786,MICHELE MOREAU MD,"5554 RUE ST-ZOTIQUE, MONTREAL, QC, H1T 1P6",,,,,,,,,,,,,,,,
Montreal,55792,CABINET MEDICAL DRE HABIB,"7750 RUE PHILIPPE-ROTTOT, MONTREAL, QC, H4K 2E9",,,,,,,,,,,,,,,,
Montreal,55793,MEDICENTRE KIRKLAND,"2971 BOUL ST-CHARLES, KIRKLAND, QC, H9J 3Y6",,,,,,,,,,,,,,,,
Montreal,55795,CLINIQUE MEDICALE D'URGENCE DU BOUL. ST-JOSEPH,"1814 BOUL SAINT-JOSEPH E, MONTREAL, QC, H2H 1C7",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Montreal,55797,CLINIQUE MEDICALE L & S,"2155 RUE SAINT-LOUIS, SAINT-LAURENT, QC, H4M 1P1",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Montreal,55800,DR TU MY LINH,"304-5450 COTE DES NEIGES, MONTREAL, QC, H3T 1Y6",,,,,,,,,,,,,,,,
Montreal,55802,CLINIQUE MEDICALE EN ROUTE - SQUARE VICTORIA,"140-393 SAINT-JACQUES, MONTREAL, QC, H2Y 1N9",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Montreal,55805,CLINIQUE MEDICALE IMASANTE,"8651 DE GROSBOIS, MONTREAL, QC, H1K 2G4",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Montreal,55807,ACCES MD,"6500 RTE TRANSCANADIENNE 4E ETAGE, MONTREAL, QC, H9R 0A5",,,,,,,,,,,,,,,,
Montreal,55808,CLINIQUE PEDIATRIQUE BEAUBIEN,"2301 RUE BELANGER E, MONTREAL, QC, H2G 1C9",,,,,,,,,,,,,,,,
Montreal,55809,DR HELENE STROBACH,"300-5311 BOUL DE MAISONNEUVE O, MONTREAL, QC, H4A 1Z5",,,,,,,,,,,,,,,,
Montreal,55813,CLINIQUE MED ESTHETIQUE DR BISSON (VERDUN),"70 DE L'EGLISE, VERDUN, QC, H4G 2L9",,,,,,,,,,,,,,,,
Montreal,55816,CLINIQUE MEDICALE REGAIN,"5260 AV VERDUN, VERDUN, QC, H4H 1K1",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Montreal,55817,CONCORDIA PHYSIO SPORT,"134-175 STILLVIEW, POINTE-CLAIRE, QC, H9R 4S3",,,,,,,,,,,,,,,,
Montreal,55820,CENTRE MED. KIRKLAND - DR JOHN JACKSON,"100-17000 BOUL HYMUS, KIRKLAND, QC, H9J 2W2",,ChIJgXbH7xb7vkwRMIZRrC_tY1Q,,,CA,QC,G0L 2C0,,,hospital,,47.4548415,-70.00088629999999,1745782710,hospital,0
Montreal,55821,CENTRE MED. KIRKLAND - DR MOIN-DARBARI,,,ChIJgXbH7xb7vkwRMIZRrC_tY1Q,,,CA,QC,G0L 2C0,,,hospital,,47.4548415,-70.00088629999999,1745782710,hospital,0
Montreal,17000,"BOUL HYMUS, KIRKLAND, QC, H9J 2W2",22 avril 2025                                                                              Page 107 sur 128,,,,,,,,,,,,,,,,
Montreal,55822,CLINIQUE MEDICALE LAURIER,"1814 SAINT-JOSEPH, MONTREAL, QC, H2H 1C7",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Montreal,55825,CABINET DU DR SYLVAIN COUTURE - MONTREAL,"535 RUE ONTARIO E, MONTREAL, QC, H2L 3Z5",,,,,,,,,,,,,,,,
Montreal,55827,CLINIQUE MEDICALE ILE DES SOEURS,"240-38 PLACE DU COMMERCE, VERDUN, QC, H3E 1T8",,ChIJ7RTqVhZT30wR5W5KfWE87w8,,Val-d'Or,CA,QC,J9P 4T2,+1 819-825-8464,,hospital,,48.09144819999999,-77.7996847,1745782710,hospital,0
Montreal,55829,CLINIQUE MEDICALE JEAN-TALON,"2630 JEAN-TALON E, MONTREAL, QC, H2A 1V3",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Montreal,55830,CABINET DR MARCEL FELDMAN,"320-6020 JEAN-TALON E, MONTREAL, QC, H1S 3B1",,,,,,,,,,,,,,,,
Montreal,55832,REVIMED MEDICAL INC.,,,,,,,,,,,,,,,,,
Montreal,17118,"-2001 ROBERT BOURASSA, MONTREAL, QC, H3A 2A6",,,,,,,,,,,,,,,,,
Montreal,55833,DR CYNTHIA STOLOVITZ,"3431 STANLEY, MONTREAL, QC, H3A 1S2",,,,,,,,,,,,,,,,
Montreal,55834,CLINIQUE SANTE CEGEP ANDRE-LAURENDEAU,"1.464-1111 LAPIERRE, MONTREAL, QC, H8N 2J4",,,,,,,,,,,,,,,,
Montreal,55837,CLINIQUE MEDICALE MARIAM,"200-4531 BOUL DES SOURCES, ROXBORO, QC, H8Y 3C2",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Montreal,55840,BUREAU DR DAGINAWALA,"101D-9825 BOUL DE L'ACADIE, MONTREAL, QC, H4N 2W2",,,,,,,,,,,,,,,,
Montreal,55841,CLINIQUE MEDICALE ST-GABRIEL,"2041 WELLINGTON, MONTREAL, QC, H3K 1W7",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Montreal,55842,DR KARIM RAHIM,"9195 DE L'UKRAINE, MONTREAL, QC, H1R 3X5",,,,,,,,,,,,,,,,
Montreal,55843,LES SOINS MITSPA-MEDIC,"8397 BOUL SAINT-MICHEL, MONTREAL, QC, H1Z 3E7",,,,,,,,,,,,,,,,
Montreal,55844,CLINIQUE MEDICALE THEO,"200-2555 RUE DES NATIONS, SAINT-LAURENT, QC, H4R 3C8",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Montreal,55845,CENTRE MEDICAL PIERREFONDS (DR RICARDO ZARRUK),"218-12774 BOUL GOUIN O, PIERREFONDS, QC, H8Z 1W5",,ChIJZxf0-wozIU0R2Oiqe-hczZw,,Rouyn-Noranda,CA,QC,J9X 4H9,+1 819-762-4004,,hospital,https://www.sante.gouv.qc.ca/repertoire-ressources/ressource/?nofiche=434519,48.2310826,-79.0142663,1745782710,hospital,0
Montreal,55850,CLINIQUE MEDICALE SAINT-MATHIEU,"3231 BOUL HENRI-BOURASSA E, MONTREAL, QC, H1H 1H2",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Montreal,55851,CLINIQUE MEDICALE LA LICORNE,"808 ONTARIO E, MONTREAL, QC, H2L 1N9",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Montreal,55852,DR HOUSHANG NAIMI,"1B-50 BOUL SAINT-CHARLES, BEACONSFIELD, QC, H9W 2X3",,,,,,,,,,,,,,,,
Montreal,55853,CENTRE INN. AUTISME ET DEFICIENCES INTELLECTUELLES,"620-8000 DECARIE, MONTREAL, QC, H4P 2S4",,ChIJK40IRaJBJk0RFifVvlYtO9s,,Ville-Marie,CA,QC,J9V 1W8,+1 819-629-2420,,hospital,https://www.cisss-at.gouv.qc.ca/,47.33327469999999,-79.44437010000001,1745782710,hospital,0
Montreal,55855,CLINIQUE MEDICALE BBS MED,"2240-2200 RUE SAUVE O, MONTREAL, QC, H4N 0E1",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Montreal,55856,CLINIQUE MEDICALE EN ROUTE - GRIFFINTOWN,"201-1000 RUE WELLINGTON, MONTREAL, QC, H3C 1V4",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Montreal,55858,CLINIQUE MEDICALE 5455 DU MILE END INC.,"450-5455 DE GASPE, MONTREAL, QC, H2T 3B3",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Montreal,55860,NGUYEN ET TRINH M.D.,"165 RUE SARAGUAY E, PIERREFONDS, QC, H8Y 2G3",,,,,,,,,,,,,,,,
Montreal,55862,CLINIQUE QUORUM,"RC-1-800 DE MAISONNEUVE E, MONTREAL, QC, H2L 4L8",,,,,,,,,,,,,,,,
Montreal,55865,COOPERATIVE DE SOLIDARITE-SANTE DE MONTREAL,"6400 16IEME AVENUE, MONTREAL, QC, H1X 2S9",,,,,,,,,,,,,,,,
Montreal,55872,DOPAMED,"3591 RUE SAINTE-CATHERINE E, MONTREAL, QC, H1W 2E6",,,,,,,,,,,,,,,,
Montreal,55880,CLINIQUE MEDICALE BELANGER,"203-3871 RUE BELANGER, MONTREAL, QC, H1X 3M7",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Montreal,55884,CABINET DR ARMAND ELBAZ,"145-6000 CHEMIN DE LA COTE-DES-NEIGES, MONTREAL, QC, H3S 1Z8",,,,,,,,,,,,,,,,
Montreal,55886,CLINIQUE ARTMEDIC,"240-5777 BOUL GOUIN O, SAINT-LAURENT, QC, H4J 1E3",,,,,,,,,,,,,,,,
Montreal,55887,CLINIQUE DES TROUBLES ALIMENTAIRES BACA INC.,"200-2121 CRESCENT, MONTREAL, QC, H3G 2C1",,ChIJ7RTqVhZT30wR5W5KfWE87w8,,Val-d'Or,CA,QC,J9P 4T2,+1 819-825-8464,,hospital,,48.09144819999999,-77.7996847,1745782710,hospital,0
Montreal,55889,CLINIQUE PARC-X,"472 RUE JEAN-TALON O, MONTREAL, QC, H3N 1R3",,,,,,,,,,,,,,,,
Montreal,55890,BUREAU DU DR CARLOS MUNOZ,"885 38E AVENUE, LACHINE, QC, H8T 2C4",,,,,,,,,,,,,,,,
Montreal,55894,BUREAU DU DRE EVELYNE HUGLO,"425-2100 AV MARLOWE, MONTREAL, QC, H4A 3L5",,,,,,,,,,,,,,,,
Montreal,55896,CLINIQUE MEDICALE MARCHE CENTRAL,"305-9250 BOUL DE L'ACADIE, MONTREAL, QC, H4N 3C5",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Montreal,55897,SANTE FAMILY MEDECINE,"405-6000 COTE-DES-NEIGES, MONTREAL, QC, H3S 1Z8",,,,,,,,,,,,,,,,
Montreal,55899,CLINIQUE ALLERGIE ET ASTHME DE MONTREAL,"208-1100 AV BEAUMONT, VILLE MONT-ROYAL, QC, H3P 3H5",,ChIJc_hfxn6tIE0Rz6wItmfvifM,,Malartic,CA,QC,J0Y 1Z0,+1 819-825-5858,,hospital,https://www.sante.gouv.qc.ca/en/repertoire-ressources/ressource/?nofiche=954,48.14122889999999,-78.1286676,1745782710,hospital,0
Montreal,55901,CLINIQUE MEDICALE CROWLEY,"100-5325 CROWLEY, MONTREAL, QC, H4A 2C6",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Montreal,55902,CENTRE MEDICAL DE L'EGLISE,"200-1460 DE L'EGLISE, SAINT-LAURENT, QC, H4L 2H6",,ChIJA0oPPnh5IU0R6oY1vw_EGAY,,La Sarre,CA,QC,J9Z 2X7,+1 819-333-2311,,hospital,http://www.sante.gouv.qc.ca/en/repertoire-ressources/ressource/?nofiche=699,48.7864561,-79.198577,1745782710,hospital,0
Montreal,55909,ACTION SPORT PHYSIO,"110-3300 BOUL COTE-VERTU O, SAINT-LAURENT, QC, H4R 2B7",,,,,,,,,,,,,,,,
Montreal,55915,DR RADU POPOVICI,"2-50 BOUL ST-CHARLES, BEACONSFIELD, QC, H9W 2X3",,,,,,,,,,,,,,,,
Montreal,55917,CENTRE MEDICAL KIRKLAND - DR FERNANDO ALMONACID,,,ChIJZxf0-wozIU0R2Oiqe-hczZw,,Rouyn-Noranda,CA,QC,J9X 4H9,+1 819-762-4004,,hospital,https://www.sante.gouv.qc.ca/repertoire-ressources/ressource/?nofiche=434519,48.2310826,-79.0142663,1745782710,hospital,0
Montreal,55919,CENTRE URGENCE ET MED FAMILIALE NORD-DE-L'ILE,"240-5777 BOUL GOUIN O, MONTREAL, QC, H4J 1E3",,ChIJK40IRaJBJk0RFifVvlYtO9s,,Ville-Marie,CA,QC,J9V 1W8,+1 819-629-2420,,hospital,https://www.cisss-at.gouv.qc.ca/,47.33327469999999,-79.44437010000001,1745782710,hospital,0
Montreal,55921,CLINIQUE DES DOCTEURS DESROCHERS,"131 DE SOMERVILLE, MONTREAL, QC, H3L 1A1",,ChIJ7RTqVhZT30wR5W5KfWE87w8,,Val-d'Or,CA,QC,J9P 4T2,+1 819-825-8464,,hospital,,48.09144819999999,-77.7996847,1745782710,hospital,0
Montreal,55922,ORTHOPEDIE - CMNDI,"370-5777 BOUL GOUIN O, MONTREAL, QC, H4J 1E3",,,,,,,,,,,,,,,,
Montreal,55923,CLINIQUE MEDICALE DU TECHNOPOLE ANGUS,"310-2601 RUE WILLIAM-TREMBLAY, MONTREAL, QC, H1Y 0E2",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Montreal,55925,CENTRE MEDECINE FAMILIALE KILDARE,"8-7005 CH KILDARE, COTE SAINT-LUC, QC, H4W 1C1",,,,,,,,,,,,,,,,
Montreal,55926,BUREAU DU DR GILLES BROUILLETTE,"308-1500 RUE DOLLARD, LASALLE, QC, H8N 1T5",,,,,,,,,,,,,,,,
Montreal,55930,CLINIQUE L'AGORA,"1100-1733 RUE BERRI 2E ETAGE, MONTREAL, QC, H2L 4E9",,,,,,,,,,,,,,,,
Montreal,55932,SANTE CANNABIS MONTREAL,"225-4150 SAINTE-CATHERINE O, WESTMOUNT, QC, H3Z 2Y5",,,,,,,,,,,,,,,,
Montreal,55935,SANTE CANNABIS POINTE-CLAIRE,"138A-175 AV STILLVIEW, POINTE-CLAIRE, QC, H9R 4S3",,,,,,,,,,,,,,,,
Montreal,55938,NEUROTHERAPY MONTREAL,"1140 AV BEAUMONT, MONTREAL, QC, H3P 3E5",,,,,,,,,,,,,,,,
Montreal,55944,CENTRE MEDICAL GESTION ELNA PIERREFONDS,,,ChIJZxf0-wozIU0R2Oiqe-hczZw,,Rouyn-Noranda,CA,QC,J9X 4H9,+1 819-762-4004,,hospital,https://www.sante.gouv.qc.ca/repertoire-ressources/ressource/?nofiche=434519,48.2310826,-79.0142663,1745782710,hospital,0
Montreal,55948,DISTRICT MEDICAL,"9735 BOUL ST-LAURENT, MONTREAL, QC, H3L 2N4",,,,,,,,,,,,,,,,
Montreal,55953,CLOUDMED (WESTMOUNT),"405-4060 SAINTE-CATHERINE-OUEST, WESTMOUNT, QC, H3Z 2Z3",,,,,,,,,,,,,,,,
Montreal,55957,CLINIQUE MEDECINE SPORT AXIO MONTREAL,"1750-999 BOUL MAISONNEUVE O, MONTREAL, QC, H3A 3L4",,,,,,,,,,,,,,,,
Montreal,55962,CLINIQUE VITALMD,"255-3550 CH DE LA COTE-DES-NEIGES, MONTREAL, QC, H3H 1V4",,,,,,,,,,,,,,,,
Montreal,55964,CLINIQUE POUR ENFANTS SHERBROOKE OUEST,"355-5025 SHERBROOKE O, WESTMOUNT, QC, H4A 1S9",,,,,,,,,,,,,,,,
Montreal,55966,CONCORDIA PHYSIO SPORT (LASALLE),"403-1500 DOLLARD, LASALLE, QC, H8N 1T5",,,,,,,,,,,,,,,,
Montreal,55970,CLINIQUE INDIGO,"4710 RUE ST-AMBROISE, MONTREAL, QC, H4C 2C7",,,,,,,,,,,,,,,,
Montreal,55971,DOCTODIAG,"1665 RUE SAINTE-CATHERINE O 3E ETAGE, MONTREAL, QC, H3H 1L9",,,,,,,,,,,,,,,,
Montreal,55975,CLINIQUE 6930 PAPINEAU,"6930 AV PAPINEAU, MONTREAL, QC, H2G 2X7",,,,,,,,,,,,,,,,
Montreal,55978,CLINIQUE MEDICALE RACHEL,"4298 RUE ST-DENIS, MONTREAL, QC, H2J 2K8",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Montreal,55981,CLINIQUE MEDICALE NORMAN BETHUNE,"3105 AV LACOMBE, MONTREAL, QC, H3T 1L6",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Montreal,55982,CLINIQUE MEDICALE NORMAN BETHUNE 2,"3835 RUE WELLINGTON, VERDUN, QC, H4G 1V1",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Montreal,55983,CLINIQUE MEDICALE 1969 ROSEMONT,"1969 BOUL ROSEMONT, MONTREAL, QC, H2G 1S9",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Montreal,55984,CLINIQUE 200-G,"200 BOUL GOUIN E, MONTREAL, QC, H3L 1A8",,,,,,,,,,,,,,,,
Montreal,55987,CLINIQUE MEDICALE SYNERMEDIC,"394 CH DU BORD-DU-LAC-LAKESHORE, DORVAL, QC, H9S 2A6",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Montreal,55990,CLINIQUE MEDICALE BHUMI,"202-5858 CH DE LA COTE-DES-NEIGES, MONTREAL, QC, H3S 1Z1",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Montreal,55992,DR GILLES LEVESQUE,"33-3608 BOUL ST-CHARLES, KIRKLAND, QC, H9H 3C3",,,,,,,,,,,,,,,,
Montreal,55994,CLOUDMED (GRIFFINTOWN),"210 RUE DES SEIGNEURS, MONTREAL, QC, H3J 1R5",,,,,,,,,,,,,,,,
Montreal,55995,ICMF,"25-4012 RUE WELLINGTON, VERDUN, QC, H4G 1V3",,,,,,,,,,,,,,,,
Montreal,56002,CENTRE DE SANTE DES FEMMES DE MONTREAL,"3401 AV DE LORIMIER, MONTREAL, QC, H2K 3X5",,ChIJDcnC1aNBJk0RsH8MA07WjD0,,Ville-Marie,CA,QC,J9V 1W8,+1 819-629-2420,,hospital,https://www.sante.gouv.qc.ca/en/repertoire-ressources/ressource/?nofiche=551,47.33305290000001,-79.4442684,1745782710,hospital,0
Montreal,56105,CENTRE DE CHIRURGIE ROCKLANDMD,"115(A)-100 CH ROCKLAND, MONT-ROYAL, QC, H3P 2V9",,ChIJA0oPPnh5IU0R6oY1vw_EGAY,,La Sarre,CA,QC,J9Z 2X7,+1 819-333-2311,,hospital,http://www.sante.gouv.qc.ca/en/repertoire-ressources/ressource/?nofiche=699,48.7864561,-79.198577,1745782710,hospital,0
Montreal,56107,RADIOLOGIE VILLERAY,"1021 RUE JEAN-TALON E, MONTREAL, QC, H2R 1V6",,,,,,,,,,,,,,,,
Montreal,56109,LES SERVICES ECHO SOURCES,"4465 BOUL DES SOURCES, ROXBORO, QC, H8Y 3C1",,ChIJF5GkSC2TIE0RkPVXpWHT-84,,Amos,CA,QC,J9T 0B7,+1 819-727-9040 ext. 205,,hospital,,48.5750032,-78.12783689999999,1745782710,hospital,0
Montreal,56112,INSTITUT MEDECINE SPECIALISEE MONTREAL INC.,"835 BOUL RENE-LEVESQUE E, MONTREAL, QC, H2L 4V5",,,,,,,,,,,,,,,,
Montreal,56113,CLINIQUE INTEGREE DE RHUMATOLOGIE ACADIE (CIRA),"101-106-10001 BOUL DE L'ACADIE, MONTREAL, QC, H4N 3K3",,ChIJn7n3cpGSIE0RifCVQaeDISY,,Amos,CA,QC,J9T 2S1,+1 819-732-6972,,hospital,http://www.gmfuleseskers.ca/,48.57488719999999,-78.12689929999999,1745782710,hospital,0
Montreal,56115,CENTRE DE CHIRURGIE ROCKLANDMD (NORD-DE-L'ILE),"115(A)-100 CH ROCKLAND, MONT-ROYAL, QC, H3P 2V9",,ChIJA0oPPnh5IU0R6oY1vw_EGAY,,La Sarre,CA,QC,J9Z 2X7,+1 819-333-2311,,hospital,http://www.sante.gouv.qc.ca/en/repertoire-ressources/ressource/?nofiche=699,48.7864561,-79.198577,1745782710,hospital,0
Montreal,56119,CENTRE DE CHIRURGIE ROCKLANDMD (C-O-DE-L'ILE),"115(A)-100 CH ROCKLAND, MONT-ROYAL, QC, H3P 2V9",,ChIJA0oPPnh5IU0R6oY1vw_EGAY,,La Sarre,CA,QC,J9Z 2X7,+1 819-333-2311,,hospital,http://www.sante.gouv.qc.ca/en/repertoire-ressources/ressource/?nofiche=699,48.7864561,-79.198577,1745782710,hospital,0
Montreal,56120,CENTRE DE CHIRURGIE ROCKLANDMD (CUSM),"115(A)-100 CH ROCKLAND, MONT-ROYAL, QC, H3P 2V9",,ChIJA0oPPnh5IU0R6oY1vw_EGAY,,La Sarre,CA,QC,J9Z 2X7,+1 819-333-2311,,hospital,http://www.sante.gouv.qc.ca/en/repertoire-ressources/ressource/?nofiche=699,48.7864561,-79.198577,1745782710,hospital,0
Montreal,56124,CENTRE DE CHIRURGIE ROCKLANDMD (EST-DE-L'ILE),"115(A)-100 CH ROCKLAND, MONT-ROYAL, QC, H3P 2V9",,ChIJA0oPPnh5IU0R6oY1vw_EGAY,,La Sarre,CA,QC,J9Z 2X7,+1 819-333-2311,,hospital,http://www.sante.gouv.qc.ca/en/repertoire-ressources/ressource/?nofiche=699,48.7864561,-79.198577,1745782710,hospital,0
Montreal,56125,CENTRE DE CHIRURGIE ROCKLANDMD (LAURENTIDES),"115(A)-100 CH ROCKLAND, MONT-ROYAL, QC, H3P 2V9",,ChIJA0oPPnh5IU0R6oY1vw_EGAY,,La Sarre,CA,QC,J9Z 2X7,+1 819-333-2311,,hospital,http://www.sante.gouv.qc.ca/en/repertoire-ressources/ressource/?nofiche=699,48.7864561,-79.198577,1745782710,hospital,0
Montreal,56128,INSTITUT DE L'OEIL DE MONTREAL (MONTEREGIE-OUEST),"2300 BOUL MARCEL-LAURIN, SAINT-LAURENT, QC, H4R 1J9",,,,,,,,,,,,,,,,
Montreal,56129,INSTITUT DE L'OEIL DE MONTREAL (CUSM),"2300 BOUL MARCEL-LAURIN, SAINT-LAURENT, QC, H4R 1J9",,,,,,,,,,,,,,,,
Montreal,56130,INSTITUT DE L'OEIL DE MONTREAL (OUEST-DE-L'ILE),"2300 BOUL MARCEL-LAURIN, SAINT-LAURENT, QC, H4R 1J9",,,,,,,,,,,,,,,,
Montreal,56147,CLINIQUE MEDICALE BLOOM,"600-3535 CH QUEEN MARY, MONTREAL, QC, H3V 1H8",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Montreal,56151,GYNESYS,"105-6363 RTE TRANSCANADIENNE O, MONTREAL, QC, H4T 1S3",,,,,,,,,,,,,,,,
Montreal,56156,CENTRE CHIRURGICAL DE L'EST (CIUSSS CENTRE-SUD),"3232 RUE BELANGER, 5E ETAGE, MONTREAL, QC, H1Y 3H5",,ChIJA0oPPnh5IU0R6oY1vw_EGAY,,La Sarre,CA,QC,J9Z 2X7,+1 819-333-2311,,hospital,http://www.sante.gouv.qc.ca/en/repertoire-ressources/ressource/?nofiche=699,48.7864561,-79.198577,1745782710,hospital,0
Montreal,56160,CENTRE CHIRURGICAL DE L'EST (CISSS LANAUDIERE),"3232 RUE BELANGER, 5E ETAGE, MONTREAL, QC, H1Y 3H5",,ChIJA0oPPnh5IU0R6oY1vw_EGAY,,La Sarre,CA,QC,J9Z 2X7,+1 819-333-2311,,hospital,http://www.sante.gouv.qc.ca/en/repertoire-ressources/ressource/?nofiche=699,48.7864561,-79.198577,1745782710,hospital,0
Montreal,56161,INSTITUT DE CHIRURGIE VILLE-MARIE (CUSM),"1558 AV DU DOCTEUR-PENFIELD, MONTREAL, QC, H3G 1B9",,,,,,,,,,,,,,,,
Montreal,56162,CLINIQUE D'ANESTHESIE A.G.M. INC. (CHU STE-JUSTINE),"5640 RUE PARE, MONT-ROYAL, QC, H4P 2M1",,,,,,,,,,,,,,,,
