region,code,name,address,categories,Unnamed: 0,id,google_place_name,locality,country,administrative_area_level_1,administrative_area_level_2,international_phone_number,fax_number,type,website,latitude,longitude,added_time,place_type,is_fax_enabled
Outaouais,55724,BUREAU DR GUY MORISSETTE,"1-495 BOUL DE LA GAPPE, GATINEAU, QC, J8T 0A5",,1964.0,ChIJeVAVXoYEzkwRK8ks0C0JyDo,Acupuncture et Clinique de Santé Michel Morissette,Gatineau,CA,QC,J8Y 3W8,+1 819-777-9099,,hospital,http://www.michelmorissette.com/,45.43062009999999,-75.7331783,1745808471,hospital,0
Outaouais,55754,CLINIQUE MEDIGO,"165 BOUL SAINT-RAYMOND, GATINEAU, QC, J8Y 0A7",,1965.0,ChIJf0Z9VWgDzkwRlP37lrwGm_Q,Clinique Medigo,Gatineau,CA,QC,J8Y 0A7,+1 819-282-7090,,hospital,http://cliniquemedigo.ca/,45.4460972,-75.7502653,1745808471,hospital,0
Outaouais,55847,CLINIQUE SANTE MD ESTHETIQUE ET AMAIGRISSEMENT,"3E-520 DE L'HOPITAL, GATINEAU, QC, J8V 3W1",,1966.0,ChIJzQKqGeUbzkwRaBy_wkpTOFg,Clinique Médicale Delta Santé,Gatineau,CA,QC,J8T 7X6,+1 819-669-7393,,hospital,http://deltasante.ca/,45.491138,-75.6874361,1745808471,hospital,0
Outaouais,55875,CLINIQUE MEDICALE DES COLLINES,"200-895 RIVERSIDE, LA PECHE, QC, J0X 3G0",,1967.0,ChIJhYHzEBDd0UwRQPPH7DtbQ3Q,Clinique Médicale des Collines,Wakefield,CA,QC,J0X 3G0,+1 819-459-2209,,hospital,http://cliniquecollines.ca/,45.64696879999999,-75.9287719,1745808471,hospital,0
Outaouais,55937,CLINIQUE DE SANTE MD STYLE DE VIE,"204-860 BOUL SAINT-RENE O, GATINEAU, QC, J8T 8M1",,1968.0,ChIJjcMFCrsbzkwR6sfDdXIWNfU,Clinique Santé Md Style De Vie,Gatineau,CA,QC,J8P 0B1,+1 819-525-6967,,hospital,https://styledeviemd.com/,45.49328169999999,-75.6771262,1745808471,hospital,0
Outaouais,55947,CLINIQUE DE SANTE ET SEXUALITE 2020 INC.,"201B-195 RUE DE L'ATMOSPHERE, GATINEAU, QC, J9A 0A3",,1969.0,ChIJI2JJUAEDzkwRqNn_TSZ_QL4,Le Centre De Sante Du Plateau,Gatineau,CA,QC,J9A 0A3,+1 819-776-0001,,hospital,https://rvsq.gouv.qc.ca/accueil/index.html,45.4379528,-75.7849343,1745808471,hospital,0
Outaouais,55985,CLINIQUE DU DR FREDERIC SFEIR,"108C-260 BOUL SAINT-RAYMOND, GATINEAU, QC, J9A 3G7",,1970.0,ChIJ_c3uwFBHWWsRYXaf7WHo4Ec,Dr Frederic Sfeir MD,Gatineau,CA,QC,J9A 3G7,+1 819-200-2474,,hospital,https://www.gorendezvous.com/FSfeirMD,45.4270446,-75.7628713,1745808471,hospital,0
Outaouais,56003,CLINIQUE DES FEMMES DE L'OUTAOUAIS,"44 RUE JEANNE-D ARC, GATINEAU, QC, J8Y 2H2",,1971.0,ChIJZYlVk4QEzkwRzPdoqRxoaHc,Clinique des femmes de l'Outaouais,Gatineau,CA,QC,J8Y 3X4,+1 819-778-2055,,hospital,http://www.cliniquedesfemmes.com/,45.4351571,-75.7327967,1745808471,hospital,0
Outaouais,56108,CLINIQUE D'ECHOGRAPHIE DE L'OUTAOUAIS,"4 RUE TASCHEREAU, GATINEAU, QC, J8Y 2V5",,1972.0,ChIJ7bgNkYQEzkwRaeareZQUGPg,RadiologiX Outaouais - Hull,Gatineau,CA,QC,J8Y 2V5,+1 819-776-5029,,hospital,https://radiologix.ca/,45.4351799,-75.7335629,1745808471,hospital,0
Outaouais,56139,CMS CENTRE CHIRURGICAL DE LA CAPITALE P.B. INC.,"555-B BOUL DE LA GAPPE, GATINEAU, QC, J8T 8N7",,1973.0,ChIJbbQbJEAbzkwRi6U2Fkkz8xc,Centre Chirurgical de la Capitale,Gatineau,CA,QC,J8T 8N7,+1 819-243-7667,,hospital,https://www.drpatriciaberbari.com/gatineau-plastic-surgeon-office/,45.479864,-75.694685,1745808471,hospital,0
Outaouais,56142,INCOGNITO MD,"540 BOUL DE L'HOPITAL, GATINEAU, QC, J8V 3T2",,1974.0,ChIJvd01eHQbzkwRL-fqLZgUUK8,Incognito MediSpa,Gatineau,CA,QC,J8V 3T2,+1 819-561-3030,,hospital,http://www.incognitomedispa.com/,45.4945815,-75.6887854,1745808471,hospital,0
Outaouais,56143,COMPLEXE MEDICAL SPECIALISE 819 (CISSS OUTAOUAIS),"444 BOUL DE L'HOPITAL, GATINEAU, QC, J8T 7X6",,1975.0,ChIJzQKqGeUbzkwRaBy_wkpTOFg,Clinique Médicale Delta Santé,Gatineau,CA,QC,J8T 7X6,+1 819-669-7393,,hospital,http://deltasante.ca/,45.491138,-75.6874361,1745808471,hospital,0
Outaouais,56152,FERTILITE OVO GATINEAU,"310-444 BOUL DE L'HOPITAL, GATINEAU, QC, J8T 7X6",,1976.0,ChIJnWheJZ4bzkwRICWf6gvkvME,clinique ovo Gatineau,Gatineau,CA,QC,J8T 7X6,+1 514-798-2000,,hospital,https://www.cliniqueovo.com/?utm_source=GMB&utm_medium=BLML,45.491138,-75.6874361,1745808471,hospital,0
Outaouais,56159,CLINIQUE MEDIGO INC.,"165 BOUL SAINT-RAYMOND, GATINEAU, QC, J8Y 0A7",,1977.0,ChIJf0Z9VWgDzkwRlP37lrwGm_Q,Clinique Medigo,Gatineau,CA,QC,J8Y 0A7,+1 819-282-7090,,hospital,http://cliniquemedigo.ca/,45.4460972,-75.7502653,1745808471,hospital,0
Outaouais,56182,CMS GATINEAU (CISSS OUTAOUAIS),"109-420 BOUL MALONEY E, GATINEAU, QC, J8P 7N8",,1978.0,ChIJkaELxIQEzkwRqcKW1PGDAME,Centre intégré de santé et des services sociaux de l'Outaouais,Gatineau,CA,QC,J8T 4J3,+1 819-966-6000,,pharmacy,https://cisss-outaouais.gouv.qc.ca/,45.4799829,-75.723013,1745808471,clinic,0
Outaouais,56304,LIM ST-JOSEPH IRM INC. (CISSS OUTAOUAIS),"444 BOUL DE L'HOPITAL, GATINEAU, QC, J8T 7X6",,1979.0,ChIJZyqsk4QEzkwRxce4a15MBq8,Saint-Joseph MRI,Gatineau,CA,QC,J8T 7X6,+1 819-777-1674,,hospital,https://ottawagatineauimaging.com/,45.4912308,-75.68772059999999,1745808471,hospital,0
Outaouais,57005,CLINIQUE SANTE SEXUALITE DU PLATEAU,"201-195 RUE DE L'ATMOSPHERE, GATINEAU, QC, J9A 0A3",,1980.0,ChIJI2JJUAEDzkwRqNn_TSZ_QL4,Le Centre De Sante Du Plateau,Gatineau,CA,QC,J9A 0A3,+1 819-776-0001,,hospital,https://rvsq.gouv.qc.ca/accueil/index.html,45.4379528,-75.7849343,1745808471,hospital,0
Outaouais,57011,ELNA MEDICAL,"105B-920 BOUL SAINT-JOSEPH, GATINEAU, QC, J8Z 1S8",,1981.0,ChIJX3PoKyoDzkwRhoSNN1W1xxE,ELNA Médical — Gatineau,Gatineau,CA,QC,J8Z 1S8,+1 819-772-9222,,hospital,https://elnamedical.com/fr/cliniques/gatineau?utm_source=G&utm_medium=lpm&utm_campaign=medicentres,45.4658632,-75.7377339,1745808471,hospital,0
Outaouais,57014,SERVICES DE SANTE DE L'UNIV. DU QC EN OUTAOUAIS,"283 BOUL ALEXANDRE-TACHE BUR. C1602, GATINEAU, QC, J8X 3X7",,1982.0,ChIJy5VZf3sEzkwRVEMDAWwa5zM,UQO,Gatineau,CA,QC,J8X 3X7,+1 819-595-3900,,pharmacy,http://uqo.ca/,45.422466,-75.7387016,1745808471,clinic,0
Outaouais,57053,PHANEUF-LORD MD,"350-4 RUE TASCHEREAU, GATINEAU, QC, J8Y 2V5",,1983.0,ChIJ7bgNkYQEzkwRaeareZQUGPg,RadiologiX Outaouais - Hull,Gatineau,CA,QC,J8Y 2V5,+1 819-776-5029,,hospital,https://radiologix.ca/,45.4351799,-75.7335629,1745808471,hospital,0
Outaouais,57092,CLINIQUE P4P5 (PORTAGE),"164 PROMENADE DU PORTAGE, GATINEAU, QC, J8X 2K3",,1984.0,ChIJWa8MU3sFzkwR4CqMyLitb_s,"UnionMD, Clinique médicale privée à Gatineau",Gatineau,CA,QC,J8X 2K1,+1 819-484-1281,,hospital,http://unionmd.ca/,45.4250378,-75.717846,1745808471,hospital,0
Outaouais,70106,ETABLISSEMENT DE DETENTION DE HULL,"75 RUE SAINT-FRANCOIS CP 1518, GATINEAU, QC, J9A 1B4",,1985.0,ChIJi9fjAYEDzkwRSa9p2i8OEp0,Hull detention facility,Gatineau,CA,QC,J9A 1B8,+1 819-772-3065,,pharmacy,http://www.securitepublique.gouv.qc.ca/,45.4271039,-75.7489354,1745808471,clinic,0
Outaouais,80105,CLSC DE GRACEFIELD,"12A RUE PRINCIPALE, GRACEFIELD QC, J0X 1W0",,1986.0,ChIJ469JZjlP0EwRgG5L7qQhJ7A,CLSC de Gracefield,Gracefield,CA,QC,J0X 1W0,+1 819-463-2604,,hospital,http://cisss-outaouais.gouv.qc.ca/,46.09175219999999,-76.0520525,1745808471,hospital,0
Outaouais,80155,CLSC DE QUYON,"1164 RUE CLARENDON, PONTIAC, QC, J0X 2V0",,1987.0,ChIJI6yD-8yS0UwRT91apit2KUk,CLSC Quyon,Quyon,CA,QC,J0X 2V0,+1 819-458-2848,,hospital,http://cisss-outaouais.gouv.qc.ca/,45.5203622,-76.2307032,1745808471,hospital,0
Outaouais,80765,CLSC DE VAL-DES-MONTS,"1884 RTE DU CARREFOUR, VAL-DES-MONTS, QC, J8N 7M8",,1988.0,ChIJB6FOuvQYzkwRVmsgsLVA43s,CLSC de Val-des-Monts,Val-des-Monts,CA,QC,J8N 7N6,+1 819-459-1112,,hospital,http://cisss-outaouais.gouv.qc.ca/,45.5850572,-75.61922899999999,1745808471,hospital,0
Outaouais,80905,CLSC VALLEE DE LA LIEVRE,"617 AV BUCKINGHAM, GATINEAU, QC, J8L 2H4",,1989.0,ChIJiTYRSM0_zkwR13HlDxbWs-s,cissso,Gatineau,CA,QC,J8L 2V9,+1 819-986-3359,,hospital,http://cisss-outaouais.gouv.qc.ca/,45.5880281,-75.4029096,1745808471,hospital,0
Outaouais,81085,GMFU DE L'OUTAOUAIS,"100-500 BOUL DE L'HOPITAL, GATINEAU, QC, J8V 2P5",,1990.0,ChIJvyXZnHMbzkwRth-jcszVJEk,Groupe de médecine de famille universitaire,Gatineau,CA,QC,J8P 7H2,+1 819-966-6380,,hospital,https://cisss-outaouais.gouv.qc.ca/gmf/#Gatineau,45.4934697,-75.6901644,1745808471,hospital,0
Outaouais,81145,CPSC GATINEAU,"321 RUE NOTRE-DAME, GATINEAU, QC, J8P 1L2",,1991.0,ChIJ1fPkoO0azkwRWNwZOs3g3co,Centre de pédiatrie sociale de Gatineau,Gatineau,CA,QC,J8P 1L1,+1 819-643-3000,,pharmacy,http://www.pediatriesocialegatineau.com/,45.48164209999999,-75.6433246,1745808471,clinic,0
Outaouais,81155,CPSC VIEUX-HULL,"39 RUE FRONTENAC, GATINEAU, QC, J8X 1Y9",,1992.0,ChIJHberR4sEzkwRHtFq2izUgdQ,Centre De Pédiatrie Sociale Du Vieux-Hull,Gatineau,CA,QC,J8X 1Y9,+1 819-600-1661,,hospital,https://www.pediatriesocialegatineau.com/,45.4290548,-75.7191696,1745808471,hospital,0
Outaouais,81435,CPSC DE LA VALLEE-DE-LA-GATINEAU,"251 RUE CARTIER, MANIWAKI, QC, J9E 1R4",,1993.0,ChIJuVB5sW9v0EwRaHa8wuSHG1Y,Repère Familial Vallée de la Gatineau,Maniwaki,CA,QC,J9E 1R4,,,pharmacy,https://reperefamilial.com/,46.3737907,-75.9761505,1745808471,clinic,0
Outaouais,82165,RESIDENCE INTERMEDIAIRE DE LA GAPPE,"465 BOUL DE LA GAPPE, GATINEAU, QC, J8T 0A2",,1994.0,ChIJ2QZr7UEbzkwRqCze4V4THLg,"Résidences de la Gappe, Phase 4",Gatineau,CA,QC,J8T 0A5,+1 819-743-0795,,hospital,https://www.allseniorscare.com/fr/residence/495-residence-de-la-gappe/,45.4796359,-75.6982196,1745808471,hospital,0
Outaouais,82525,CDE DE L'HOPITAL ET CHSLD DE PAPINEAU,"155 RUE MACLAREN E, GATINEAU, QC, J8L 0C2",,1995.0,ChIJUcpAkic-zkwRtNfGz6OoKLg,Hospital De Papineau,Gatineau,CA,QC,J8L 0C2,+1 819-986-3341,,hospital,https://cisss-outaouais.gouv.qc.ca/,45.5884516,-75.41173739999999,1745808471,hospital,0
Outaouais,83375,CPSC DE PAPINEAU,"360 RANG SAINTE-JULIE E, SAINT-ANDRE-AVELLIN, QC, J0V 1W0",,1996.0,ChIJ3zVcgKZRzkwRgoFkxl0jT-M,Centre de pédiatrie sociale de Papineau,Saint-André-Avellin,CA,QC,J0V 1W0,+1 819-516-0706,,hospital,,45.7267681,-75.044902,1745808471,hospital,0
Outaouais,83555,CENTRE D'AMITIE AUTOCHTONE DE MANIWAKI,"153 RUE LAURIER, MANIWAKI, QC, J9E 2K6",,1997.0,ChIJM96CImVv0EwRlJC5yflngWk,Maniwaki Native Friendship Center,Maniwaki,CA,QC,J9E 2K6,+1 819-892-0892,,clinic,https://maniwakinfc.ca/fr/,46.3758624,-75.97632779999999,1745808471,clinic,0
Outaouais,90602,CLSC ET CHSLD DE LA PETITE-NATION,"14 RUE SAINT-ANDRE, SAINT-ANDRE-AVELLIN, QC, J0V 1W0",,1998.0,ChIJRVZKfTJQzkwR3pM8SFnNYkA,Centre de santé & de services sociaux de Papineau,Saint-André-Avellin,CA,QC,J0V 1W0,+1 819-983-7341,,hospital,http://cisss-outaouais.gouv.qc.ca/,45.7221018,-75.0588929,1745808471,hospital,0
Outaouais,90612,CLSC DE GATINEAU - SAINT-REDEMPTEUR,"85 SAINT-REDEMPTEUR, GATINEAU, QC, J8X 4E6",,1999.0,ChIJR_CHWWcDzkwR36ObzxAJikE,CLSC Saint-Rédempteur,Gatineau,CA,QC,J8X 4E6,+1 819-966-6510,,hospital,http://cisss-outaouais.gouv.qc.ca/,45.4271179,-75.7219604,1745808471,hospital,0
Outaouais,90712,CENTRE MULTI. SSS DE MANSFIELD-ET-PONTEFRACT,"160 CH DE LA CHUTE, MANSFIELD-ET-PONTEFRACT, QC, J0X 1R0",,2000.0,ChIJR_TagnCc0UwRr6IUbjevyH4,CLSC Mansfield-et-Pontefract,Mansfield-et-Pontefract,CA,QC,J0X 1R0,+1 819-683-3000,,hospital,https://cisss-outaouais.gouv.qc.ca/,45.8475546,-76.7295816,1745808471,hospital,0
Outaouais,90862,CLSC DE GATINEAU - AVENUE GATINEAU,"80 AV GATINEAU, GATINEAU, QC, J8T 4J3",,2001.0,ChIJTWXOr4IbzkwR0pMm3Gcq6qY,Centre de prélèvement sur rendez-vous CISSSO,Gatineau,CA,QC,J8T 4J3,+1 819-208-5171,,hospital,https://cisss-outaouais.gouv.qc.ca/obtenir-un-service/obtenir-des-soins-dans-ma-communaute/prises-de-sang-laboratoire/,45.4799644,-75.7228784,1745808471,hospital,0
Outaouais,90892,CLSC DE MANIWAKI,"149 RUE PRINCIPALE N, MANIWAKI, QC, J9E 2B7",,2002.0,ChIJSQy0PXxv0EwRfVaq4atEgbk,CLSC de Maniwaki,Maniwaki,CA,QC,J9E 2B7,+1 819-449-2513,,hospital,http://cisss-outaouais.gouv.qc.ca/,46.38401080000001,-75.9845808,1745808471,hospital,0
Outaouais,91182,CLSC DE LOW,"334 ROUTE 105, LOW, QC, J0X 2C0",,2003.0,ChIJ35o47VrP0UwRA2cq0x0HyIU,CLSC de Low,Low,CA,QC,J0X 2C0,+1 819-422-3548,,hospital,http://cisss-outaouais.gouv.qc.ca/,45.80914629999999,-75.9497916,1745808471,hospital,0
Outaouais,91192,CLSC VALLEE DE LA LIEVRE,"578 RUE MACLAREN E, GATINEAU, QC, J8L 2W1",,2004.0,ChIJiTYRSM0_zkwR13HlDxbWs-s,cissso,Gatineau,CA,QC,J8L 2V9,+1 819-986-3359,,hospital,http://cisss-outaouais.gouv.qc.ca/,45.5880281,-75.4029096,1745808471,hospital,0
Outaouais,91202,CENTRE MULTI. SSS DE GATINEAU,"777 BOUL DE LA GAPPE, GATINEAU, QC, J8T 8R2",,2005.0,ChIJPXde-RUbzkwRD_5WpitaxmU,CLSC de Gatineau,Gatineau,CA,QC,J8T 8R2,+1 819-966-6550,,hospital,https://cisss-outaouais.gouv.qc.ca/clsc/,45.4832565,-75.6856644,1745808471,hospital,0
Outaouais,91262,CLSC DE GATINEAU - LEGUERRIER,"425 RUE LEGUERRIER, GATINEAU, QC, J9H 6N8",,2006.0,ChIJt2I-1fQBzkwRWkcs60mBxTg,CLSC LeGuerrier,Gatineau,CA,QC,J9H 6N8,+1 819-966-6548,,hospital,http://cisss-outaouais.gouv.qc.ca/,45.399524,-75.8360292,1745808471,hospital,0
Outaouais,94206,CRDS DE L'OUTAOUAIS,"207 BOUL MONT-BLEU, GATINEAU, QC, J8Z 3G3",,2007.0,EidBLiBkZSBsJ091dGFvdWFpcywgR2F0aW5lYXUsIFFDLCBDYW5hZGEiLiosChQKEgl3VX6XHxTOTBFOmm_JMD09ixIUChIJU-6rC34azkwRVgkUGnD17Xw,Autoroute de l'Outaouais,Gatineau,CA,QC,,,,pharmacy,,45.5139413,-75.5531349,1745808471,clinic,0
Outaouais,94410,CISSS DE L'OUTAOUAIS,"80 AV GATINEAU, GATINEAU, QC, J8T 4J3",,2008.0,ChIJkaELxIQEzkwRqcKW1PGDAME,Centre intégré de santé et des services sociaux de l'Outaouais,Gatineau,CA,QC,J8T 4J3,+1 819-966-6000,,pharmacy,https://cisss-outaouais.gouv.qc.ca/,45.4799829,-75.723013,1745808471,clinic,0
Outaouais,95242,CENTRE MULTI. SSS DE LA PECHE,"9 CH PASSE-PARTOUT, LA PECHE, QC, J0X 2W0",,2009.0,ChIJG4ajovPp0UwRHo9FUs8IaXU,9 Chemin Passe-Partout,La Pêche,CA,QC,J0X 2W0,+1 819-459-1112,,hospital,,45.6418495,-76.0399322,1745808471,hospital,0
Outaouais,95352,CLSC DE GATINEAU - DU MONT-BLEU,"207 BOUL DU MONT-BLEU, GATINEAU, QC, J8Z 3G3",,2010.0,ChIJPXde-RUbzkwRD_5WpitaxmU,CLSC de Gatineau,Gatineau,CA,QC,J8T 8R2,+1 819-966-6550,,hospital,https://cisss-outaouais.gouv.qc.ca/clsc/,45.4832565,-75.6856644,1745808471,hospital,0
Outaouais,95362,CLSC DE BRYSON,"420 RUE TERRY-FOX CP 220, BRYSON, QC, J0X 1H0",,2011.0,ChIJvU2FHN7h0UwRiXZUW8NYKHg,CLSC de Cantley,Cantley,CA,QC,J8V 3H4,+1 819-459-1112,,hospital,https://cisss-outaouais.gouv.qc.ca/,45.56809500000001,-75.7816655,1745808471,hospital,0
Outaouais,95562,CENTRE SERV. AMB. ET CLSC DE L'OASIS,"102-500 BOUL DE L'HOPITAL, GATINEAU, QC, J8V 2P5",,2012.0,ChIJL7TA2XMbzkwRe5ld4K4PpJ0,Hôpital de Gatineau,Gatineau,CA,QC,J8P 7H2,+1 819-966-6100,,hospital,http://cisss-outaouais.gouv.qc.ca/,45.49326900000001,-75.69121899999999,1745808471,hospital,0
Outaouais,95642,CLSC D'OTTER LAKE,"340 AV MARTINEAU, OTTER LAKE, QC, J0X 2P0",,2013.0,ChIJy_cjLcKn0UwRzvqEl8hv8XI,CLSC d'Otter Lake,Otter Lake,CA,QC,J0X 2P0,+1 819-453-7392,,hospital,https://cisss-outaouais.gouv.qc.ca/,45.8445916,-76.43366499999999,1745808471,hospital,0
Outaouais,95712,CLSC DE CHAPEAU,"72 RUE SAINT-PATRICK CP 160, L'ISLE-AUX-ALLUMETTES, QC, J0X 1M0",,2014.0,,,,,,,,,,,,,1745808471,,0
Outaouais,95742,CLSC ET CENTRE SERV EXT POUR AINES SHAWVILLE,"290 RUE MARION CP 2001, SHAWVILLE, QC, J0X 2Y0",,2015.0,ChIJOTXLtnqc0UwRtqmdMR8Ydzw,CLSC et centre de services externes pour les aînés de Shawville,Shawville,CA,QC,J0X 2Y0,+1 819-647-3553,,hospital,https://cisss-outaouais.gouv.qc.ca/,45.605813,-76.48665,1745808471,hospital,0
Saguenay Lac Saint Jean,0001X,CENTRE D'HEBERGEMENT DE LA COLLINE 4,"150 RUE PINEL, CHICOUTIMI, QC, G7G 3N8",,2016.0,ChIJL6xkFZad6kwR6tay77YjlHQ,Centre d'hébergement de la Colline,Saguenay,CA,QC,G7G 3N8,,,clinic,,48.4500172,-71.0768557,1745808471,clinic,0
Saguenay Lac Saint Jean,0245X,HOPITAL D'ALMA,"300 CHAMPLAIN S, ALMA, QC, G8B 3N8","0,1,2,3,4,6,7,8",2017.0,ChIJ__9rfCV26kwRw16YaeVf3q8,Hospital d’Alma,Alma,CA,QC,G8B 5W3,+1 418-669-2000,,hospital,https://sante.gouv.qc.ca/repertoire-ressources/ressource/?nofiche=594,48.5505278,-71.6650564,1745808471,hospital,0
Saguenay Lac Saint Jean,0247X,HOPITAL DE CHICOUTIMI,"305 RUE SAINT-VALLIER C.P. 5006, SAGUENAY, QC, G7H 5H6","0,1,2,3,4,6,7,8",2018.0,ChIJz-mceLEgwEwRIsLxPwtnkqk,Hôpital de Chicoutimi,Saguenay,CA,QC,G7H 5H6,+1 418-541-1000,,hospital,http://santesaglac.gouv.qc.ca/,48.4259212,-71.0468746,1745808471,hospital,0
Saguenay Lac Saint Jean,0248X,HOPITAL DE LA BAIE,"1000 RUE DU DOCTEUR DESGAGNE, LA BAIE, QC, G7B 2Y6","1,2,3,4,6,7,8",2019.0,ChIJXcEvnKQewEwRf4mVuPRWXqo,La Baie Hospital,Saguenay,CA,QC,G7B 2Y6,+1 418-544-3381,,hospital,http://www.sante.gouv.qc.ca/repertoire-ressources/prelevements/ressource/?nofiche=714&bt_rechCode=&ch_choixReg=2&page=3,48.3440161,-70.88417679999999,1745808471,hospital,0
Saguenay Lac Saint Jean,0250X,HOPITAL DE DOLBEAU-MISTASSINI,"2000 BOUL SACRE-COEUR, DOLBEAU, QC, G8L 2R5","1,2,3,4,6,7,8",2020.0,ChIJG8u9gOjz6UwRkfkkvyJavLs,Hospital Dolbeau-Mistassini,Dolbeau-Mistassini,CA,QC,G8L 2R5,+1 418-276-1234,,hospital,https://santesaglac.gouv.qc.ca/,48.8857987,-72.2390874,1745808471,hospital,0
Saguenay Lac Saint Jean,0251X,HOPITAL ET CENTRE DE READAPTATION DE JONQUIERE,"2230 DE L'HOPITAL, JONQUIERE, QC, G7X 7X2","0,1,2,3,4,5,6,7,8",2021.0,ChIJmXo_ZuYowEwRK0C0os3eXkw,Hôpital de Jonquière,Saguenay,CA,QC,G7X 7X2,+1 418-695-7700,,hospital,https://santesaglac.gouv.qc.ca/,48.412945,-71.23510499999999,1745808471,hospital,0
Saguenay Lac Saint Jean,0252X,HOPITAL ET CHSLD DE ROBERVAL,"450 RUE BRASSARD, ROBERVAL, QC, G8H 1B9","0,1,2,3,4,5,6,7,8",2022.0,ChIJI90euIL5wUwR5Ev9hCWdrOA,Roberval Hospital,Roberval,CA,QC,G8H 1B9,+1 418-275-0110,,hospital,https://www.sante.gouv.qc.ca/repertoire-ressources/ressource/?nofiche=1143,48.50742169999999,-72.21923799999999,1745808471,hospital,0
Saguenay Lac Saint Jean,0480X,CLSC ET CHSLD METABETCHOUAN-LAC-A-LA-CROIX,"1895 RTE 169, METABETCHOUAN, QC, G8G 1B4","4,5",2023.0,ChIJv7XFLTndwUwRFvSLzUyNMWE,Centre D'hébergement Normandie,Métabetchouan-Lac-à-la-Croix,CA,QC,G8G 1B4,+1 418-669-2000,,hospital,http://www.santesaglac.gouv.qc.ca/,48.42571299999999,-71.8663475,1745808471,hospital,0
Saguenay Lac Saint Jean,0743X,CENTRE D'HEBERGEMENT DESCHENES 4,"1841 DESCHENES, JONQUIERE, QC, G7S 4K6",,2024.0,ChIJh6iYgWYowEwRS9WRxfw_FYs,Centre d’hébergement Des Chênes,Saguenay,CA,QC,G7S 4K6,+1 418-695-7700 ext. 336621,,hospital,http://santesaglac.com/,48.43071219999999,-71.1952092,1745808471,hospital,0
Saguenay Lac Saint Jean,10073,CRDI-TSA CHAMPLAIN,"400 BOUL CHAMPLAIN S, ALMA, QC, G8B 3N8",,2025.0,ChIJAbfd2CN26kwR2R6GTcNnsxI,Centre De Readaptation,Alma,CA,QC,G8B 3N8,+1 418-662-3447,,pharmacy,,48.547796,-71.66540499999999,1745808471,clinic,0
Saguenay Lac Saint Jean,10143,CRDI-TSA DU CENACLE,"766 DU CENACLE, CHICOUTIMI, QC, G7H 2J2",,2026.0,ChIJCwMTQ7cgwEwRO4RPf0r0tug,Centre-Readaptation,Saguenay,CA,QC,G7H 2J2,+1 418-549-4003,,hospital,,48.4220619,-71.04537959999999,1745808471,hospital,0
Saguenay Lac Saint Jean,10233,CPRJDA DE CHICOUTIMI,"1109 RUE BEGIN, CHICOUTIMI, QC, G7H 4P1",,2027.0,ChIJ9-fKOy0nwEwRdeSbOM9YE2M,Centre Jeunesse du Saguenay Lac Saint Jean,Saguenay,CA,QC,G7H 5A2,+1 418-549-4853,,pharmacy,http://www.santesaglac.gouv.qc.ca/,48.41062549999999,-71.067887,1745808471,clinic,0
Saguenay Lac Saint Jean,10755,CENTRE D'HEBERGEMENT SAINT-JOSEPH,"1893 ALEXIS SIMARD, LA BAIE, QC, G7B 2K9",,2028.0,ChIJL01_75AbwEwREpTawcx_-hw,Centre D'Hebergement St-Joseph,Saguenay,CA,QC,G7B 2K9,+1 418-544-3381,,hospital,http://santesaglac.gouv.qc.ca/,48.3097003,-70.8520767,1745808471,hospital,0
Saguenay Lac Saint Jean,10973,ATELIER ET CENTRE D'ACT. DE JOUR DE LA BAIE,"1331 2E AVENUE CP 83, LA BAIE, QC, G7B 1M6",,2029.0,ChIJ9c7om_8bwEwRP34x6K4pR04,Centre Jeunesse du Saguenay Lac Saint Jean,Saguenay,CA,QC,G7B 1M6,+1 418-697-6000,,clinic,,48.3268703,-70.8800317,1745808471,clinic,0
Saguenay Lac Saint Jean,10983,CRDI-TSA TANGUAY,"855 AV TANGUAY N, ALMA, QC, G8B 5Y2",,2030.0,ChIJh4c-hUV26kwRWhfne5YhpGM,Centre De Readaptation En,Alma,CA,QC,G8B 5Y2,+1 418-668-7925,,pharmacy,,48.5672404,-71.6420527,1745808471,clinic,0
Saguenay Lac Saint Jean,11263,HOPITAL ET CENTRE DE READAPTATION DE JONQUIERE,"2230 RUE DE L'HOPITAL, JONQUIERE, QC, G7X 7X2",,2031.0,ChIJmXo_ZuYowEwRK0C0os3eXkw,Hôpital de Jonquière,Saguenay,CA,QC,G7X 7X2,+1 418-695-7700,,hospital,https://santesaglac.gouv.qc.ca/,48.412945,-71.23510499999999,1745808471,hospital,0
Saguenay Lac Saint Jean,11273,HOPITAL ET CHSLD DE ROBERVAL,"450 RUE BRASSARD, ROBERVAL, QC, G8H 1B9",,2032.0,ChIJI90euIL5wUwR5Ev9hCWdrOA,Roberval Hospital,Roberval,CA,QC,G8H 1B9,+1 418-275-0110,,hospital,https://www.sante.gouv.qc.ca/repertoire-ressources/ressource/?nofiche=1143,48.50742169999999,-72.21923799999999,1745808471,hospital,0
Saguenay Lac Saint Jean,11285,CENTRE D'HEBERGEMENT D'ALMA,"50 CH DU FOYER N CASE POSTALE 220, ALMA, QC, G8B 5H8",,2033.0,ChIJo5GfozF26kwRCByTQA3le4A,Centre D'Hebergement-Normandie,Alma,CA,QC,G8B 4S1,+1 418-668-8313,,clinic,,48.55203239999999,-71.6462402,1745808471,clinic,0
